NPC Data (Special)			Group			Current	Profession	Greet	Join	Event	Event	Event	Event	Event	Event	
256	Loamwalker	1145	0	0	0	676	0	63	0	680	0	0	0	0	0	Hint NPC in Plane of Earth
257	Soil	1146	0	0	0	677	0	64	0	681	0	0	0	0	0	Hint NPC in Plane of Earth
258	Wingsail	1139	0	0	0	665	0	65	0	682	0	0	0	0	0	Hint NPC in Plane of Air
259	Vapor	1141	0	0	0	666	0	66	0	683	0	0	0	0	0	Hint NPC in Plane of Air
260	Riverglass	1135	0	0	0	691	0	67	0	684	0	0	0	0	0	Hint NPC in Plane of Water
261	Clearcreek	1136	0	0	0	692	0	68	0	685	0	0	0	0	0	Hint NPC in Plane of Water
262	Devlin Arcanus	0	0	0	0	0	0	0	0	601	0	0	0	0	0	Roster PC
263	Fredrick Talimere	0	0	0	0	0	0	0	0	602	0	0	0	0	0	Roster PC
264	Simon Templar	1064	0	0	0	0	0	103	0	603	0	0	0	0	0	Roster PC
265	Overdune Snaprfinger	0	0	0	0	0	0	0	0	604	0	0	0	0	0	Roster PC
266	Arius	1044	0	0	0	861	0	71	0	605	0	0	0	0	0	Roster PC
267	Rohani Oscleton	1047	0	0	0	531	0	72	0	606	0	0	0	0	0	Roster PC
268	Elsbeth Lamentia	0	0	0	0	0	0	0	0	607	0	0	0	0	0	Roster PC
269	Ithilgore	1040	0	0	0	573	0	73	0	608	0	0	0	0	0	Roster PC
270	Karanya Memoria	1055	0	0	0	902	0	74	0	706	0	0	0	0	0	Roster PC
271	Maylander 	1058	0	0	0	877	0	75	0	707	0	0	0	0	0	Roster PC
272	Leane Stormlance	1061	0	0	0	0	0	0	0	611	0	0	0	0	0	Roster PC
273	Volog Sandwind	1041	0	0	0	0	0	0	0	612	0	0	0	0	0	(4) troll promo
274	Thanys	0	0	0	0	0	0	0	0	613	0	0	0	0	0	Roster PC
275	Jasp Thelbourne	1048	0	0	0	532	0	76	0	708	0	0	0	0	0	Roster PC
276	Gethric Mercutura	1050	0	0	0	586	0	77	0	615	0	0	0	0	0	Roster PC
277	Flamdring	1039	0	0	0	702	0	79	0	616	0	0	0	0	0	Roster PC
278	Hevatia Deverbero	0439	0	0	0	605	0	80	0	688	0	0	0	0	0	Roster PC
279	Verish 	1060	0	0	0	701	0	81	0	689	0	0	0	0	0	Roster PC
280	Nelix Uriel	1062	0	0	0	699	0	82	0	690	0	0	0	0	0	Roster PC
281	Sethrc Thistlebone	1042	0	0	0	698	0	83	0	691	0	0	0	0	0	Roster PC
282	Rionel	1044	0	0	0	630	0	84	0	692	0	0	0	0	0	Roster PC
283	Adric Stellare	1046	0	0	0	534	0	85	0	693	0	0	0	0	0	Roster PC
284	Infaustus 	1051	0	0	0	590	0	86	0	694	0	0	0	0	0	Roster PC
285	Brimstone	1040	0	0	0	703	0	87	0	695	0	0	0	0	0	Roster PC
286	Vetrinus Taleshire	0439	0	0	0	0	0	0	0	625	0	0	0	0	0	(6) Necro Promo
287	Dervish Chevron	1058	0	0	0	0	0	0	0	626	0	0	0	0	0	(2) Eclipse secondary quest
288	Tempus 	1062	0	0	0	700	0	88	0	696	0	0	0	0	0	Roster PC
289	Thorne Understone	1041	0	0	0	697	0	89	0	697	0	0	0	0	0	Roster PC
290	Ulbrecht	1043	0	0	0	634	0	90	0	698	0	0	0	0	0	Roster PC
291	Cauri Blackthorne	1045	0	0	0	0	0	0	0	630	0	0	0	0	0	(7) dark elf promo 
292	Artorius Veritas	1050	0	0	0	598	0	91	0	699	0	0	0	0	0	Roster PC
293	Duroth the Eternal	1039	0	0	0	704	0	92	0	700	0	0	0	0	0	Roster PC
294	Nathaniel Roberts	1054	0	0	0	589	0	78	0	633	0	0	0	0	0	Roster PC
295	Dyson Leyland	0	0	0	0	0	0	0	0	634	0	0	0	0	0	Roster PC
296	Blazen Stormlance	1062	0	0	0	0	0	0	0	635	0	0	0	0	0	(6) knight promo
297	troll	0	0	0	0	0	0	0	0	636	0	0	0	0	0	Roster PC
298	minotaur	0	0	0	0	0	0	0	0	637	0	0	0	0	0	Roster PC
299	darkelf	0	0	0	0	0	0	0	0	638	0	0	0	0	0	Roster PC
300	vampire	0	0	0	0	0	0	0	0	639	0	0	0	0	0	Roster PC
301	dragon	0	0	0	0	0	0	0	0	640	0	0	0	0	0	Roster PC
302	necromancer	0	0	0	0	0	0	0	0	641	0	0	0	0	0	Roster PC
303	cleric	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Roster PC
304	knight	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Roster PC
305	troll	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Roster PC
306	minotaur	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Roster PC
307	darkelf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Roster PC
308	vampire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Roster PC
309	dragon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Roster PC
310	dragon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Roster PC
311	Ember	1147	0	0	0	686	0	69	0	686	0	0	0	0	0	Hint NPC in Plane of Fire
312	Evenblaze	1149	0	0	0	687	0	70	0	687	0	0	0	0	0	Hint NPC in Plane of Fire
313	Arena Master	1295	0	0	0	0	0	0	0	704	0	0	0	0	0	Arena Master
314	Oracle	1444	0	0	0	757	0	113	0	705	732	0	0	0	0	Seer
315	Davee Sail	1190	0	0	0	621	0	97	0	718	0	0	0	0	0	Hint NPC
316	Erik Jarblower	1185	0	0	0	652	0	98	0	719	0	0	0	0	0	Hint NPC
317	Jarrena Marmon	1183	0	0	0	653	0	98	0	720	0	0	0	0	0	HintNPC
318	Pirate Paul	1197	0	0	0	655	0	98	0	721	0	0	0	0	0	HintNPC
319	Yoel Wargreen	1213	0	0	0	608	0	99	0	722	0	0	0	0	0	HintNPC
320	Pordo	1350	0	0	0	622	0	100	0	723	0	0	0	0	0	HintNPC
321	Vish	1349	0	0	0	620	0	100	0	724	0	0	0	0	0	HintNPC
322	Ferris	1335	0	0	0	625	0	58	0	725	0	0	0	0	0	HintNPC
323	Ex-captain Terrence	1194	0	0	0	656	0	101	0	726	0	0	0	0	0	HintNPC
324	Fenella Ferne	1177	0	0	0	657	0	98	0	727	0	0	0	0	0	HintNPC
325	Dierdra Wallace	1207	0	0	0	609	0	62	0	728	0	0	0	0	0	HintNPC
326	Nalani	1178	0	0	0	659	0	98	0	729	0	0	0	0	0	HintNPC
327	Rhetta Mercer	1175	0	0	0	660	0	102	0	730	0	0	0	0	0	HintNPC
328	Lizardman Peasant	1487	0	0	0	0	0	0	0	0	0	0	0	0	0	
329	Lizardman Guard	1475	0	0	0	0	0	0	0	0	0	0	0	0	0	
330	Dark Elf Peasant	1402	0	0	0	0	0	0	0	0	0	0	0	0	0	
331	Dark Elf Guard	1462	0	0	0	0	0	0	0	0	0	0	0	0	0	
332	Ogre Peasant	1351	0	0	0	0	0	0	0	0	0	0	0	0	0	
333	Wererat Peasants	1166	0	0	0	0	0	0	0	0	0	0	0	0	0	
334	Troll Peasant	1370	0	0	0	0	0	0	0	0	0	0	0	0	0	
335	Dragon Hunter	1314	0	0	0	0	0	0	0	0	0	0	0	0	0	
336	Necromancer Peasant	1204	0	0	0	0	0	0	0	0	0	0	0	0	0	
337	Cleric Peasant	1153	0	0	0	0	0	0	0	0	0	0	0	0	0	
338	Regnan Peasant	1190	0	0	0	0	0	0	0	0	0	0	0	0	0	
339	Minotaur Peasant	1321	0	0	0	0	0	0	0	0	0	0	0	0	0	
340	Lord Markham	0532	0	0	0	1163	0	116	0	751	752	753	784	937	0	
341	Thomas the Judge	0534	0	0	0	1163	0	117	0	755	756	0	0	0	0	
342	Margaret the Docent	0853	0	0	0	0	0	118	0	757	759	792	0	0	0	
343	Ailyssa the Bard	0852	0	0	0	0	0	119	0	760	761	762	0	0	0	
344	Sally	0865	0	0	0	0	0	120	0	764	765	0	0	0	0	Sells seashells by the seashore
345	Mr. Malwick	0945	0	0	0	0	0	121	0	767	768	776	0	0	0	Offers an item now for a favor later
346	Sal Sharktooth	0946	0	0	0	0	0	123	0	771	772	0	0	0	0	Ambusher leader in Emerald Isle
347	Brent Filiant	0960	0	0	0	0	0	125	0	777	778	779	0	0	0	Trade hat for red potion
348	Carolyn Weathers	0857	0	0	0	1183	0	126	0	0	1152	1154	0	0	0	Elemental Guild Membership
349	Roger Tellmar	0956	0	0	0	1184	0	127	0	0	1156	1158	0	0	0	Self Guild Membership
350	William Darvees	0889	0	0	0	1168	0	128	0	782	0	0	0	0	0	Boatman to take party to area 2
351	Donna Wyrith	0796	0	0	0	1167	0	129	0	786	787	0	0	0	0	Sally's mom in dragon house
352	Grant Valandir	0934	0	0	0	1171	0	130	0	790	791	0	0	0	0	Back of the weapon shop
353	Mia Lucille	0799	0	0	0	1170	0	131	0	788	789	0	0	0	0	Favor for Mark near entrance to town
354	William Lasker	1530	0	0	0	1162	0	152	0	794	0	393	308	0	0	Good Thief promoter
355	Seknit Undershadow	0949	0	0	0	983	0	155	0	798	799	0	0	0	0	Evil Thief promoter
356	Sir Charles Quixote	0930	0	0	0	941	0	158	0	801	0	0	0	0	0	Good Paladin promoter
357	William Setag	0926	0	0	0	0	0	164	0	806	0	0	0	0	0	Evil Paladin promoter
358	Margaret the Docent	0853	0	0	0	0	0	133	0	757	759	792	0	0	0	Docent for the tour 1
359	Margaret the Docent	0853	0	0	0	0	0	134	0	757	759	792	0	0	0	Docent for the tour 2
360	Margaret the Docent	0853	0	0	0	0	0	135	0	757	759	792	0	0	0	Docent for the tour 3
361	Margaret the Docent	0853	0	0	0	0	0	136	0	757	759	792	0	0	0	Docent for the tour 4
362	Margaret the Docent	0853	0	0	0	0	0	137	0	757	759	792	0	0	0	Docent for the tour 5
363	Margaret the Docent	0853	0	0	0	0	0	138	0	757	759	792	0	0	0	Docent for the tour 6
364	Margaret the Docent	0853	0	0	0	0	0	139	0	757	759	792	0	0	0	Docent for the tour 7
365	Margaret the Docent	0853	0	0	0	0	0	140	0	757	759	792	0	0	0	Docent for the tour 8
366	Margaret the Docent	0853	0	0	0	0	0	141	0	757	759	792	0	0	0	Docent for the tour 9
367	Margaret the Docent	0853	0	0	0	0	0	142	0	757	759	792	0	0	0	Docent for the tour 10
368	Margaret the Docent	0853	0	0	0	0	0	143	0	757	759	792	0	0	0	Docent for the tour 11
369	Margaret the Docent	0853	0	0	0	0	0	144	0	757	759	792	0	0	0	Docent for the tour 12
370	Margaret the Docent	0853	0	0	0	0	0	145	0	757	759	792	0	0	0	Docent for the tour 13
371	Margaret the Docent	0853	0	0	0	0	0	146	0	757	759	792	0	0	0	Docent for the tour 14
372	Margaret the Docent	0853	0	0	0	0	0	147	0	757	759	792	0	0	0	Docent for the tour 15
373	Margaret the Docent	0853	0	0	0	0	0	148	0	757	759	792	0	0	0	Docent for the tour 16
374	Margaret the Docent	0853	0	0	0	0	0	149	0	757	759	792	0	0	0	Docent for the tour 17
375	Margaret the Docent	0853	0	0	0	0	0	150	0	757	759	792	0	0	0	Docent for the tour 18
376	Margaret the Docent	0853	0	0	0	0	0	151	0	757	759	792	0	0	0	Docent for the tour 19
377	Bartholomew Hume	0876	0	0	0	1126	0	166	0	808	0	0	0	0	0	Good Monk promoter
378	Stephan Sand	0925	0	0	0	1074	0	169	0	813	0	0	0	0	0	Evil Monk promoter
379	Lawrence Mark	0940	0	0	0	1104	0	171	0	815	0	0	0	0	0	Good Archer promoter
380	Steagal Snick	0962	0	0	0	1020	0	173	0	817	0	0	0	0	0	Evil Archer promoter
381	Leda Rowan	0824	0	0	0	1117	0	175	0	821	0	0	0	0	0	Good Knight promoter
382	Frederick Org	0885	0	0	0	942	0	177	0	823	0	0	0	0	0	Evil Knight promoter
383	Lysander Sweet	0923	0	0	0	1139	0	179	0	827	0	0	0	0	0	Good Ranger promoter
384	Ebednezer Sower	0903	0	0	0	968	0	181	0	829	0	0	0	0	0	Evil Ranger promoter
385	Rebecca Devine	0790	0	0	0	1059	0	187	0	836	0	0	0	0	0	Good Cleric promoter
386	Daedalus Falk	0914	0	0	0	985	0	189	0	838	0	0	0	0	0	Evil Cleric promoter
387	Thomas Grey	0902	0	0	0	1157	0	191	0	842	0	0	0	0	0	Good Sorcerer promoter
388	Halfgild Wynac	1493	0	0	0	1073	0	193	0	846	0	0	0	0	0	Evil Sorcerer promoter
389	Anthony Green	0921	0	0	0	950	0	195	0	848	0	0	0	0	0	Good Druid promoter
390	Tor Anwyn	0959	0	0	0	996	0	197	0	852	0	0	0	0	0	Evil Druid promoter
391	Faerie King	0678	0	0	0	0	0	183	0	833	939	0	0	0	0	Faerie King (hunter promo end)
392	The Oldest Tree	1490	0	0	0	0	0	184	0	834	0	0	0	0	0	The Oldest Tree (Ranger lord end)
393	Alice Hargreaves	0848	0	0	0	0	0	162	0	805	0	0	0	0	0	Capture/Rescue girl for Paladin 2nd promotion
394	Bartholomew Hume	0876	0	0	0	0	0	168	0	810	0	0	0	0	0	Bartholomew for dungeon promo event
395	Golem	1492	0	0	0	0	0	199	0	854	855	0	0	0	0	Golem party gets to construct
396	Baby Dragon	1494	0	0	0	0	0	284	0	0	0	0	0	0	0	Baby Dragon familiar for Warlock quest
397	Butler	0906	0	0	0	0	0	200	0	856	1252	0	0	0	0	Player Castle
398	Hothfarr IX	1551	0	0	0	216	0	202	0	857	0	0	0	0	0	Dwarf King
399	Drathen Keldin	0764	0	0	0	0	0	204	0	0	0	0	0	0	0	
400	Jaycen Keldin	0745	0	0	0	0	0	205	0	0	0	0	0	0	0	
401	Yarrow Keldin	0749	0	0	0	0	0	205	0	0	0	0	0	0	0	
402	Fausil Keldin	0735	0	0	0	0	0	205	0	0	0	0	0	0	0	
403	Red Keldin	0754	0	0	0	0	0	205	0	0	0	0	0	0	0	
404	Thom Keldin	0742	0	0	0	0	0	205	0	0	0	0	0	0	0	
405	Arvin Keldin	0757	0	0	0	0	0	205	0	0	0	0	0	0	0	
406	Ellen Rockway	0791	0	0	0	0	0	206	0	866	867	868	869	0	0	Human Ambassador
407	Alain Hani	0700	0	0	0	0	0	207	0	870	871	872	873	0	0	Elven Ambassador
408	Queen Catherine	1534	0	0	0	217	0	208	0	874	876	877	879	880	0	
409	ElfKing	1543	0	0	0	218	0	210	0	881	883	884	886	887	0	
410	Loren Steel	0894	0	0	0	0	0	262	0	0	0	0	0	0	0	
411	Fake Loren	0894	0	0	0	0	0	263	0	0	0	0	0	0	0	
412	Messenger	0915	0	0	0	0	0	212	0	0	0	0	0	0	0	Artifact Battle
413	Judge Grey	1517	0	0	0	1165	0	213	0	888	889	890	0	0	0	
414	Ambassador Wright	0922	0	0	0	0	0	214	0	0	0	0	0	0	0	Wizard Ambassador
415	Ambassador Scale	0892	0	0	0	0	0	215	0	0	0	0	0	0	0	Necro Ambassador
416	Judge Fairweather	1536	0	0	0	0	0	219	0	893	0	0	0	0	0	good arbiter (144/139)
417	Judge Sleen	1548	0	0	0	0	0	216	0	891	0	0	0	0	0	evil arbiter (142/139)
418	Gavin Magnus	1497	0	0	0	220	0	222	0	895	359	0	0	0	0	Wizard Boss
419	Resurectra	1559	0	0	0	0	0	225	0	897	899	0	0	0	0	Good MM3 Boss
420	Crag Hack	0455	0	0	0	0	0	229	0	901	0	0	0	0	0	Good MM3
421	Sir Caneghem	0456	0	0	0	0	0	232	0	903	0	0	0	0	0	Good MM3
422	Robert the Wise	1556	0	0	0	0	0	235	0	905	0	0	0	0	0	Good MM3
423	Kastore	1558	0	0	0	0	0	237	0	907	909	0	0	0	0	Evil MM3 Boss
424	Maximus	0454	0	0	0	0	0	241	0	911	0	0	0	0	0	Evil MM3
425	Dark Shade	1560	0	0	0	0	0	244	0	913	0	0	0	0	0	Evil MM3
426	Tolberti	1557	0	0	0	0	0	247	0	915	0	0	0	0	0	Evil MM3
427	Archibald Ironfist	1508	0	0	0	219	0	249	0	917	362	0	0	0	0	Necro Boss
428	Temple of Light	1495	0	0	0	316	0	0	0	923	0	0	0	0	0	Dungeon Entrance
429	Temple of Dark	1495	0	0	0	317	0	0	0	924	0	0	0	0	0	Dungeon Entrance
430	Messenger	0932	0	0	0	0	0	265	0	0	0	0	0	0	0	Arbiter death
431	Lady Carmine	0826	0	0	0	0	0	295	0	0	0	0	0	0	0	
432	Tarin Withern	0933	0	0	0	311	0	266	0	929	0	0	0	0	0	Lantern Quest
433	Mazim Dusk	0925	0	0	0	1002	0	268	0	931	0	0	0	0	0	Haldar's Remains Quest
434	Davrik Peladium	0881	0	0	0	240	0	270	0	933	0	0	0	0	0	Davrik's Signet Ring Quest
435	Norbert Thrush	0915	0	0	0	939	0	272	0	935	0	0	0	0	0	Quill
436	Johann Kerrid	0677	0	0	0	960	0	274	0	938	0	0	0	0	0	Faerie Pipes Quest
437	Messenger	0925	0	0	0	0	0	276	0	0	0	0	0	0	0	
438	Niles Stantley	0929	0	0	0	0	0	277	0	941	942	0	0	0	0	
439	Spark Burnkindle	0745	0	0	0	1056	0	278	0	944	0	0	0	0	0	Kill Troggie Quest
440	Ton Withersmythe	0927	0	0	0	1108	0	0	0	300	1065	0	0	0	0	Expert Staff (2)
441	Elsie Pederton	0809	0	0	0	1111	0	0	0	301	1066	0	0	0	0	Master Staff (6)
442	Jillian Mithrit	0666	0	0	0	1016	0	0	0	302	0	0	0	0	0	Grand Master Staff (14)
443	Payge Rivenhill	0821	0	0	0	923	0	0	0	303	1067	0	0	0	0	Expert Sword (3)
444	Tugor Slicer	0630	0	0	0	984	0	0	0	304	1068	0	0	0	0	Master Sword (5)
445	Chadric Townsaver	0931	0	0	0	1122	0	0	0	305	1233	0	0	0	0	Grand Master Sword (2)
446	Mortie Ottin	0947	0	0	0	957	0	0	0	306	1069	0	0	0	0	Expert Dagger (4)
447	Aznog Slasher	0622	0	0	0	1145	0	0	0	307	1070	0	0	0	0	Master Dagger (10)
448	Tonken Fist	0718	0	0	0	1038	0	0	0	308	1194	0	0	0	0	Grand Master Dagger (13)
449	Turgon Woodsplitter	0747	0	0	0	1122	0	0	0	309	1071	0	0	0	0	Expert Axe (2)
450	Dalin Keenedge	0736	0	0	0	1051	0	0	0	310	1072	0	0	0	0	Master Axe (39)
451	Karn Stonecleaver	0739	0	0	0	1032	0	0	0	311	1194	1174	0	0	0	Grand Master Axe (13)
452	Kerin Greydawn	0665	0	0	0	1005	0	0	0	312	1073	0	0	0	0	Expert Spear (13)
453	Claderin Silverpoint	0701	0	0	0	948	0	0	0	313	1074	0	0	0	0	Master Spear (4)
454	Seline Falconeye	0664	0	0	0	1052	0	0	0	314	1188	0	0	0	0	Grand Master Spear (39)
455	Jaycin Suretrail	0693	0	0	0	947	0	0	0	315	1075	0	0	0	0	Expert Bow (4)
456	Lanshee Ravensight	0664	0	0	0	1147	0	0	0	316	1076	0	0	0	0	Master Bow (10)
457	Cardric the Steady	0702	0	0	0	1104	0	0	0	317	1230	0	0	0	0	Grand Master Bow (2)
458	Aldrin Tamloc	0757	0	0	0	1057	0	0	0	318	1077	0	0	0	0	Expert Mace (39)
459	Brother Rothham	0887	0	0	0	1050	0	0	0	319	1078	0	0	0	0	Master Mace (13)
460	Patwin Fellbern	0573	0	0	0	982	0	0	0	320	1239	0	0	0	0	Grand Master Mace (5)
461	Lunius Shador	0954	0	0	0	0	0	309	0	513	514	0	0	0	0	Area 5 Ambusher
462	Archibald Ironfist	1508	0	0	0	0	0	0	0	0	0	0	0	0	0	Area 12 Archibald
463	Grand Master Blaster	0965	0	0	0	0	0	0	0	323	0	0	0	0	0	Grand Master Blaster
464	Poundlin Lotts	0735	0	0	0	929	0	0	0	324	1079	0	0	0	0	Expert Shield (39)
465	Isram Gallowswell	0575	0	0	0	1031	0	0	0	325	1080	0	0	0	0	Master Shield (13)
466	Fedwin Smithson	0895	0	0	0	988	0	0	0	326	1199	0	0	0	0	Grand Master Shield (9)
467	Douglas Iverson	0872	0	0	0	1108	0	0	0	327	1081	0	0	0	0	Exper Leather (2)
468	Rabisa Nedlon	0847	0	0	0	1148	0	0	0	328	1082	0	0	0	0	Master Leather (10)
469	Miyon the Quick	0941	0	0	0	949	0	0	0	329	0	0	0	0	0	Grand Master Leather (4)
470	Gilad Bith	0698	0	0	0	946	0	0	0	330	1083	0	0	0	0	Expert Chain (4)
471	Medwari Dragontracker	0687	0	0	0	1021	0	0	0	331	1084	0	0	0	0	Master Chain (14)
472	Halian Nevermore	0916	0	0	0	979	0	0	0	332	1195	0	0	0	0	Grand Master Chain (5)
473	Weldrik Lotts	0738	0	0	0	1040	0	0	0	333	1085	0	0	0	0	Expert Plate (13)
474	Dekian Forgewright	0953	0	0	0	927	0	0	0	334	1086	0	0	0	0	Master Plate (3)
475	Brand the Maker	0952	0	0	0	1118	0	0	0	335	1240	0	0	0	0	Grand Master Plate (6)
476	Kindle Treasurestone	0659	0	0	0	954	0	0	0	336	1087	0	0	0	0	Expert Fire_Magic (4)
477	Ashen Temper	0823	0	0	0	1106	0	0	0	337	1088	0	0	0	0	Master Fire_Magic (2)
478	Blayze 	0810	0	0	0	1129	0	0	0	338	1171	0	0	0	0	Grand Master Fire_Magic (3)
479	Sethrik Windsong	0683	0	0	0	955	0	0	0	339	1089	0	0	0	0	Expert Air_Magic (4)
480	Rislyn Greenstorm	0671	0	0	0	1017	0	0	0	340	1090	0	0	0	0	Master Air_Magic (14)
481	Gayle	0822	0	0	0	1115	0	0	0	341	1195	0	0	0	0	Grand Master Air_Magic (6)
482	Herald Whitecap	0685	0	0	0	956	0	0	0	342	1091	0	0	0	0	Expert Water_Magic (4)
483	Tobren Rainshield	0789	0	0	0	1002	0	0	0	343	1092	0	0	0	0	Master Water_Magic (10)
484	Torrent	0888	0	0	0	1125	0	0	0	344	1234	0	0	0	0	Grand Master Water_Magic (2)
485	Johanson Kern	0958	0	0	0	1121	0	0	0	345	1093	0	0	0	0	Expert Earth_Magic (2)
486	Lara Stonewright	0670	0	0	0	966	0	0	0	346	1094	0	0	0	0	Master Earth_Magic (4)
487	Avalanche	0638	0	0	0	1135	0	0	0	347	1173	0	0	0	0	Grand Master Earth_Magic (5)
488	Bertram Stillwater	0937	0	0	0	1103	0	0	0	348	1095	0	0	0	0	Expert Spirit_Magic (2)
489	Heather Dreamwright	0851	0	0	0	1131	0	0	0	349	1096	0	0	0	0	Master Spirit_Magic (3)
490	Benjamin the Balanced	0901	0	0	0	965	0	0	0	350	1190	0	0	0	0	Grand Master Spirit_Magic (4)
491	Julian the Delver	0905	0	0	0	931	0	0	0	351	1097	0	0	0	0	Expert Mind_Magic (3)
492	Myles Featherwind	0683	0	0	0	1014	0	0	0	352	1098	0	0	0	0	Master Mind_Magic (14)
493	Xavier Bremen	0869	0	0	0	1007	0	0	0	353	1196	0	0	0	0	Grand Master Mind_Magic (13)
494	Straton Hillsman	0884	0	0	0	1102	0	0	0	354	1099	0	0	0	0	Expert Body_Magic (2)
495	Brother Bombah	0883	0	0	0	1035	0	0	0	355	1100	0	0	0	0	Master Body_Magic (13)
496	Tempus	0918	0	0	0	1140	0	0	0	356	1180	0	0	0	0	Grand Master Body_Magic (14)
497	Ethan Lightsworn	0924	0	0	0	1113	0	0	0	357	1129	0	0	0	0	Expert Light_Magic (6)
498	Helena Morningstar	0860	0	0	0	1060	0	0	0	358	1130	0	0	0	0	Master Light_Magic (7)
499	Shamus Dawnbringer	0852	0	0	0	0	0	0	0	359	0	0	0	0	0	Hint NPC
500	Jasp the Nightcrawler	0781	0	0	0	981	0	0	0	360	1131	0	0	0	0	Expert Dark_Magic (5)
501	Seth Darkenmore	0826	0	0	0	1073	0	0	0	361	1132	1204	0	0	0	Master Dark_Magic (8)
502	Karlin Arachnia	0917	0	0	0	0	0	0	0	362	1182	0	0	0	0	Hint NPC
503	Fenton Krewlen	0910	0	0	0	1107	0	0	0	372	1101	0	0	0	0	Expert Identify_Item (2)
504	Samuel Benson	0891	0	0	0	1119	0	0	0	373	1102	0	0	0	0	Master Identify_Item (6)
505	Payge Blueswan	0668	0	0	0	953	0	0	0	374	1193	0	0	0	0	Grand Master Identify_Item (4)
506	Matric Weatherson	0936	0	0	0	967	0	0	0	375	1103	0	0	0	0	Expert Merchant (4)
507	Bethold Caverhill	0881	0	0	0	986	0	0	0	376	1104	0	0	0	0	Master Merchant (9)
508	Brigham the Frugal	0948	0	0	0	1116	0	0	0	377	1184	0	0	0	0	Grand Master Merchant (6)
509	Shane Thomas	0964	0	0	0	1107	0	0	0	378	1105	0	0	0	0	Expert Repair_Item (2)
510	Thomas Moore	0868	0	0	0	1049	0	0	0	379	1106	0	0	0	0	Master Reapir_Item (13)
511	Gareth the Fixer	0951	0	0	0	926	0	0	0	380	1168	0	0	0	0	Grand Master Repair_Item (3)
512	Kelli Hollyfield	0725	0	0	0	1138	0	0	0	381	1107	0	0	0	0	Expert Body_building (6)
513	Wanda Foestryke	0704	0	0	0	971	0	0	0	382	1108	0	0	0	0	Master Body_Building (5)
514	Evandar Thomas	0624	0	0	0	995	0	0	0	383	1210	0	0	0	0	Grand Master Body_Building (10)
515	Barbara Wiseman	0854	0	0	0	980	0	0	0	384	1109	0	0	0	0	Expert Meditation (5)
516	Tessa Greensward	0863	0	0	0	1113	0	0	0	385	1110	0	0	0	0	Master Meditation (6)
517	Kaine	0684	0	0	0	1141	0	0	0	386	1181	0	0	0	0	Grand Master Meditation (14)
518	Gregory Weider	0909	0	0	0	1123	0	0	0	387	1111	0	0	0	0	Expert Perception (2)
519	Garret Dotes	0686	0	0	0	952	0	0	0	388	1112	0	0	0	0	Master Perception (4)
520	Petra Cleareye	0583	0	0	0	970	0	0	0	389	1239	0	0	0	0	Grand Master Perception (5)
521	Qillain Laraselle	0702	0	0	0	916	0	306	0	501	0	0	0	0	0	Ore for weapon
522	Robert Sourbrow	0744	0	0	0	917	0	307	0	502	0	0	0	0	0	Ore for armor
523	Cloud Agraynel	0846	0	0	0	919	0	308	0	503	0	0	0	0	0	Ore for misc
524	Expert Thievery	0965	0	0	0	0	0	0	0	390	0	0	0	0	0	Expert Thievery
525	Master Thievery	0965	0	0	0	0	0	0	0	391	0	0	0	0	0	Master Thievery
526	Grand Master Thievery	0965	0	0	0	0	0	0	0	392	0	0	0	0	0	Grand Master Thievery
527	Gretchin Fiddlebone	0652	0	0	0	959	0	0	0	393	1113	0	0	0	0	Expert Lock_Pick (4)
528	Lenord Skinner	0935	0	0	0	1124	0	0	0	394	1114	0	0	0	0	Master Lock_Pick (2)
529	Silk Quicktoungue	0576	0	0	0	997	0	0	0	395	1246	0	0	0	0	Grand Master Lock_Pick (10)
530	Sheldon Mist	0773	0	0	0	1101	0	0	0	396	1115	0	0	0	0	Expert Dodging (2)
531	Oberic Crane	0870	0	0	0	987	0	0	0	397	1116	0	0	0	0	Master Dodging (9)
532	Kenneth Wain	0929	0	0	0	1132	0	0	0	398	1169	0	0	0	0	Grand Master Dodging (3)
533	Kira Steeleye	0858	0	0	0	1101	0	0	0	399	1117	0	0	0	0	Expert Unarmed (2)
534	Ulbrecht the Brawler	0571	0	0	0	987	0	0	0	400	1118	0	0	0	0	Master Unarmed (9)
535	Norris 	0942	0	0	0	1130	0	0	0	401	1232	0	0	0	0	Grand Master Unarmed (3)
536	Alton Black	0696	0	0	0	958	0	0	0	402	1119	0	0	0	0	Expert Identify_Monster (4)
537	Jeni Swiftfoot	0663	0	0	0	1023	0	0	0	403	1120	0	0	0	0	Master Identify_Monster (14)
538	Raven the Hunter	0919	0	0	0	1123	0	0	0	404	1231	0	0	0	0	Grand Master Identify_Monster (2)
539	Edgar Botham	0626	0	0	0	975	0	0	0	405	1121	0	0	0	0	Expert Armsmaster (5)
540	Paula Brightspear	0689	0	0	0	1008	0	0	0	406	1122	0	0	0	0	Master Armsmaster (14)
