2D Events by Type ( NPC's present are from NPC database)																		Schedules		Other Exits		Questbit	Enter																																										
#	#	Type	Map	Picture	Name	Proprieter Name	Title	Picture	State	Rep	Per	Val	A	B	C	Notes:	Notes(2):	Open	Closed	Pic	Map	Restrictions	Text																																										
226	3	House 226	1	75	Vandalir Residence			0	0	0	0	1.5																																																					
227	4	House P4	1	73	House 227			0	0	0	0	1.5																																																					
228	5	House P5	1	74	House 228			0	0	0	0	1.5																																																					
229	6	House P6	1	75	House 229			0	0	0	0	1.5																																																					
230	7	House P7	1	73	House 230			0	0	0	0	1.5																																																					
231	8	House P8	1	74	House 231			0	0	0	0	1.5																																																					
232	9	House P9	1	75	House 232			0	0	0	0	1.5																																																					
233	10	House P10	1	73	House 233			0	0	0	0	1.5																																																					
234	11	House P11	1	74	House 234			0	0	0	0	1.5																																																					
235	12	House P12	1	75	House 235			0	0	0	0	1.5																																																					
236	13	House P13	1	73	House 236			0	0	0	0	1.5																																																					
237	14	House P14	1	74	House 237			0	0	0	0	1.5																																																					
238	1	Out01 Boat	1	186	The Lady Margaret	Nelson	Captain	0	0	0	0	1.5						6	18	0	0	0	0																																										
239	16	House M1	1	76	Carolyn Weathers' House			0	0	0	0	1.5				76
240	17	House M2	1	77	Tellmar Residence			0	0	0	0	1.5				76
241	18	House M3	1	76	House 241			0	0	0	0	1.5				76
242	19	House M4	1	77	House 242			0	0	0	0	1.5				76
243	20	House M5	1	76	House 243			0	0	0	0	1.5				76
244	21	House M6	1	77	House 244			0	0	0	0	1.5				76
245	22	House M7	1	76	House 245			0	0	0	0	1.5				76
246	23	House M8	1	77	House 246			0	0	0	0	1.5				76
247	24	House M9	1	76	House 247			0	0	0	0	1.5				76
248	25	House M10	1	77	House 248			0	0	0	0	1.5				76
249	26	House M11	1	76	House 249			0	0	0	0	1.5				76
250	27	House M12	1	77	House 250			0	0	0	0	1.5				76
251	28	House M13	1	76	House 251			0	0	0	0	1.5				76
252	29	House M14	1	77	House 252			0	0	0	0	1.5				76
253	30	House M15	1	76	House 253			0	0	0	0	1.5				76
254	31	House R1	1	79	House 254			0	0	0	0	1.5				79
255	32	House R2	1	80	House 255			0	0	0	0	1.5				79
256	33	House R3	1	79	House 256			0	0	0	0	1.5				79
257	34	House R4	1	80	House 257			0	0	0	0	1.5				79
258	35	House R5	1	79	House 258			0	0	0	0	1.5				79
259	36	House R6	1	80	House 259			0	0	0	0	1.5				79
260	37	House R7	1	79	House 260			0	0	0	0	1.5				79
261	38	House R8	1	80	House 261			0	0	0	0	1.5				79
262	39	House R9	1	79	House 262			0	0	0	0	1.5				79
263	40	House R10	1	80	House 263			0	0	0	0	1.5				79
264	41	House R11	1	79	House 264			0	0	0	0	1.5				79
265	42	House R12	1	80	House 265			0	0	0	0	1.5				79
266	43	House R13	1	79	House 266			0	0	0	0	1.5				79
267	44	House R14	1	80	House 267			0	0	0	0	1.5				79
268	45	House R15	1	79	House 268			0	0	0	0	1.5				79
269		H_House P15	3	73	Guthwulf's Home			0	0	0	0	1.5				73
270		H_House P16	3	74	Wolverton Residence			0	0	0	0	1.5				73
271		H_House P17	3	75	House 271			0	0	0	0	1.5				73
272		H_House P18	3	73	House 272			0	0	0	0	1.5				73
273		H_House P19	3	74	House 273			0	0	0	0	1.5				73
274		H_House P20	3	75	Castro's House			0	0	0	0	1.5				73
275		Lord Markham	17	177	Lord Markham's Chamber			0	0	0	0	1.5				73
276		H_House P22	3	73	Laraselle Residence			0	0	0	0	1.5				73
277		H_House P23	3	74	Sourbrow Home			0	0	0	0	1.5				73
278								0	0	0	0	1.5				73
279		H_House P25	3	75	Agraynel Residence			0	0	0	0	1.5				73
280		Harmondy Room(Torn up)	21	195				0	0	0	0	1.5				73
281		Harmondy Room(Fixed up)	21	194				0	0	0	0	1.5				73
282		H_House P28	3	73	House 282			0	0	0	0	1.5				73
283		H_House P29	3	74	Tish Residence			0	0	0	0	1.5				73
284		H_House P30	3	75	Talion House			0	0	0	0	1.5				73
285		H_House P31	3	73	Ravenhill Residence			0	0	0	0	1.5				73
286		H_House P32	3	74	Cardrin Residence			0	0	0	0	1.5				73
287								0	0	0	0	1.5				73
288		H_House P34	3	75	Gareth's Home			0	0	0	0	1.5				73
289		H_House P35	3	73	Forgewright Residence			0	0	0	0	1.5				73
290		H_House P36	3	74	Pretty House			0	0	0	0	1.5				73
291		H_House M16	3	76	Lotts Familly Home			0	0	0	0	1.5				76
292								0	0	0	0	1.5				76
293		H_House M18	3	77	Julian's Home			0	0	0	0	1.5				76
294		H_House M19	3	76	Eversmyle Residence			0	0	0	0	1.5				76
295		H_House M20	3	77	Dirthmoore Residence			0	0	0	0	1.5				76
296								0	0	0	0	1.5				76
297								0	0	0	0	1.5				76
298		H_House M23	3	76	Heartsworn Home			0	0	0	0	1.5				76
299		H_House M24	3	77	Cardron Residence			0	0	0	0	1.5				76
300								0	0	0	0	1.5				76
301		H_House M26	3	76	Thrush Residence			0	0	0	0	1.5				76
302		H_House M27	3	77	Hillier Residence			0	0	0	0	1.5				76
303		H_House R16	3	79	Quixote Residence			0	0	0	0	1.5				79
304		H_House R17	3	80	Org House			0	0	0	0	1.5				79
305		H_House R18	3	79	Talreish Residence			0	0	0	0	1.5				79
306		H_House R19	3	80	Barnes Home			0	0	0	0	1.5				79
307		H_House R20	3	79	Havest Residence			0	0	0	0	1.5				79
308		E_House P1	4	82	Bith Residence			0	0	0	0	1.5				82
309		E_House P2	4	83	Suretrail Home			0	0	0	0	1.5				82
310		E_House P3	4	82	Silverpoint Residence			0	0	0	0	1.5				82
311		E_House P4	4	83	Miyon's Home			0	0	0	0	1.5				82
312		E_House P5	4	82	Green House			0	0	0	0	1.5				82
313		E_House P6	4	83	Warlin Residence			0	0	0	0	1.5				82
314		E_House P7	4	82	Dotes Residence			0	0	0	0	1.5				82
315		E_House P8	4	83	Blueswan Home			0	0	0	0	1.5				82
316		E_House P9	4	82	Treasurestone Home			0	0	0	0	1.5				82
317		E_House P10	4	83	Windsong House			0	0	0	0	1.5				82
318		E_House P11	4	82	Whitecap Residence			0	0	0	0	1.5				82
319		E_House M1	4	85	Ottin House			0	0	0	0	1.5				85
320		E_House M2	4	86	Black House			0	0	0	0	1.5				85
321		E_House M3	4	85	Fiddlebone Residence			0	0	0	0	1.5				85
322		E_House M4	4	86	Kerrid Residence			0	0	0	0	1.5				85
323		E_House M5	4	85	Willowbark's Home			0	0	0	0	1.5				85
324		E_House M6	4	86	House 324			0	0	0	0	1.5				85
325		E_House M7	4	85	House 325			0	0	0	0	1.5				85
326		E_House M8	4	86	House 326			0	0	0	0	1.5				85
327		E_House R1	4	88	Benjamin's Home			0	0	0	0	1.5				88
328		E_House R2	4	89	Stonewright Residence			0	0	0	0	1.5				88
329		E_House R3	4	88	Weatherson's House			0	0	0	0	1.5				88
330		E_House R4	4	89	Sower Residence			0	0	0	0	1.5				88
331		N_House P1	5	109	Karrand Residence			0	0	0	0	1.5				109
332		N_House P2	5	110	Cleareye's Home			0	0	0	0	1.5				109
333		N_House P3	5	109	Foestryke Residence			0	0	0	0	1.5				109
334		N_House P4	5	110	Oxhide Residence			0	0	0	0	1.5				109
335		N_House P5	5	109	Shadowrunner's Home			0	0	0	0	1.5				109
336		N_House P6	5	110	Kedrin Residence			0	0	0	0	1.5				109
337		N_House M1	5	112	Botham's Home			0	0	0	0	1.5				112
338		N_House M2	5	113	Mogren Residence			0	0	0	0	1.5				112
339		N_House M3	5	112	Draken Residence			0	0	0	0	1.5				112
340		N_House M4	5	113	Harli's Place			0	0	0	0	1.5				112
341		N_House M5	5	112	Nevermore Residence			0	0	0	0	1.5				112
342		N_House M6	5	113	Wiseman Residence			0	0	0	0	1.5				112
343		N_House M7	5	112	Nightcrawler Residence			0	0	0	0	1.5				112
344		N_House M8	5	113	Felburn's House			0	0	0	0	1.5				112
345		N_House R1	5	115	Undershadow's Home			0	0	0	0	1.5				115
346		N_House R2	5	116	Slicer's House			0	0	0	0	1.5				115
347		N_House R3	5	115	Falk Residence			0	0	0	0	1.5				115
348		Wz_House M10	9	73	Caverhill Residence			0	0	0	0	1.5				
349		Wz_House P10	9	74	Crane Residence			0	0	0	0	1.5				
350		Wz_House M13	9	75	Smithson Residence			0	0	0	0	1.5				
351		H_House M43	13	73	Riverstone House			0	0	0	0	1.5				
352		Wa_House P1	10	118	Whitesky Residence			0	0	0	0	1.5				118
353		Wa_House P2	10	119	Elmo's House			0	0	0	0	1.5				118
354		Wa_House P3	10	118	Hostel			0	0	0	0	1.5				118
355		Wa_House P4	10	119	Hostel			0	0	0	0	1.5				118
356		Wa_House P5	10	118	Hostel			0	0	0	0	1.5				118
357		Wa_House M1	10	121	Evander's Home			0	0	0	0	1.5				121
358		Wa_House M2	10	122	Anwyn Residence			0	0	0	0	1.5				121
359		Wa_House M3	10	121	Silk's Home			0	0	0	0	1.5				121
360		Wa_House M4	10	122	Hostel			0	0	0	0	1.5				121
361		Wa_House M5	10	121	Hostel			0	0	0	0	1.5				121
362		Wa_House M6	10	122	Hostel			0	0	0	0	1.5				121
363		Wa_House M7	10	121	Hostel			0	0	0	0	1.5				121
364		Wa_House R1	10	124	Dusk's Home			0	0	0	0	1.5				124
365		Wa_House R2	10	125	Hostel			0	0	0	0	1.5				124
366		Wa_House R3	10	126	Hostel			0	0	0	0	1.5				124
367		H_House M40	13	73	Greydawn Residence			0	0	0	0	1.5				
368		H_House M41	13	74	Stormeye's House			0	0	0	0	1.5				
369		H_House M42	13	75	Bremen Residence			0	0	0	0	1.5				
370		E_House P12	14	82	Brightspear Residence			0	0	0	0	1.5				82
371		E_House P13	14	83	Holden Residence			0	0	0	0	1.5				82
372								0	0	0	0	1.5				82
373								0	0	0	0	1.5				82
374								0	0	0	0	1.5				82
375								0	0	0	0	1.5				82
376		E_House M9	14	85	Featherwind Residence			0	0	0	0	1.5				85
377		E_House M10	14	86	Ravenhair Residence			0	0	0	0	1.5				85
378		E_House M11	14	85	Jillian's House			0	0	0	0	1.5				85
379		E_House M12	14	86	Greenstorm Residence			0	0	0	0	1.5				85
380								0	0	0	0	1.5				85
381								0	0	0	0	1.5				85
382		E_House R5	14	88	Snick House			0	0	0	0	1.5				88
383		E_House R6	14	89	Infernon's House			0	0	0	0	1.5				88
384		E_House R7	14	90	Deerhunter Residence			0	0	0	0	1.5				88
385		E_House R8	14	88	Swiftfoot's House			0	0	0	0	1.5				88
386								0	0	0	0	1.5				88
387		H_Human P37	13	73	Steele Residence			0	0	0	0	1.5				73
388		H_Human P38	13	74	Conscience Home			0	0	0	0	1.5				73
389		H_Human P39	13	75	Everil's House			0	0	0	0	1.5				73
390								0	0	0	0	1.5				73
391								0	0	0	0	1.5				73
392		H_Human P42	13	73	Tricia's House			0	0	0	0	1.5				73
393		H_Human P43	13	74	Isram's House			0	0	0	0	1.5				73
394		H_Human P44	13	75	Stonecleaver Residence			0	0	0	0	1.5				73
395								0	0	0	0	1.5				73
396		H_Human P46	13	73	Calindra's Home			0	0	0	0	1.5				73
397		H_Human P47	13	74	Brother Bombah's			0	0	0	0	1.5				73
398		H_Human P48	13	75	Redding Residence			0	0	0	0	1.5				73
399								0	0	0	0	1.5				73
400		H_Human P50	13	73	Fist's House			0	0	0	0	1.5				73
401		H_Human P51	13	74	Wacko's			0	0	0	0	1.5				73
402		H_Human M28	13	75	Weldric's Home			0	0	0	0	1.5				76
403								0	0	0	0	1.5				76
404		H_Human M30	13	76	Visconti Residence			0	0	0	0	1.5				76
405		H_Human M31	13	77	Arin Residence			0	0	0	0	1.5				76
406								0	0	0	0	1.5				76
407								0	0	0	0	1.5				76
408		H_Human M34	13	76	Sampson Residence			0	0	0	0	1.5				76
409								0	0	0	0	1.5				76
410		H_House R21	13	79	Taren's House			0	0	0	0	1.5				79
411		H_House R22	13	80	Moore Residence			0	0	0	0	1.5				79
412		H_House R23	13	80	Rothham's House			0	0	0	0	1.5				79
413		D_House P1	39	91	Keenedge Residence			0	0	0	0	1.5				91
414		D_House P2	39	92	Seline's House			0	0	0	0	1.5				91
415		D_House P3	39	91	Welman Residence			0	0	0	0	1.5				91
416		D_House P4	39	92	Thain's House			0	0	0	0	1.5				91
417		D_House M1	39	94	Gizmo's			0	0	0	0	1.5				94
418		D_House M2	39	95	Spark's House			0	0	0	0	1.5				94
419		D_House M3	39	94	Thorinson Residence			0	0	0	0	1.5				94
420		D_House R1	39	97	Urthsmite Residence			0	0	0	0	1.5				97
421		D_House R2	39	174	Throne Room			0	0	0	0	1.5				97
422		Wz_House P1	7	100	House Devine			0	0	0	0	1.5				100
423		Wz_House P2	7	101	Morningstar Residence			0	0	0	0	1.5				100
424		Wz_House M1	7	103	House Winterbright			0	0	0	0	1.5				103
425		Wz_House M2	7	104	Hostel			0	0	0	0	1.5				103
426		Wz_House M3	7	103	Hostel			0	0	0	0	1.5				103
427		Wz_House M4	7	104	Hostel			0	0	0	0	1.5				103
428		Wz_House M5	7	103	Hostel			0	0	0	0	1.5				103
429		Wz_House M6	7	104	Tarent Residence			0	0	0	0	1.5				103
430		Wz_House R1	7	106	Ramiez Residence			0	0	0	0	1.5				106
431		Wz_House R2	7	107	Hostel			0	0	0	0	1.5				106																																																	
432		Wz_House R3	7	106	Hostel			0	0	0	0	1.5				106																																																	
433		N_House P7	8	109	Hostel			0	0	0	0	1.5				109																																																	
434		N_House P8	8	110	Hostel			0	0	0	0	1.5				109																																																	
435		N_House P9	8	109	House Umberpool			0	0	0	0	1.5				109																																																	
436		N_House P10	8	110	Darkenmore Residence			0	0	0	0	1.5				109																																																	
437		N_House M11	8	109	Sand Residence			0	0	0	0	1.5				109																																																	
438		N_House M12	8	110	Hostel			0	0	0	0	1.5				109																																																	
439		N_House R6	8	109	Hostel			0	0	0	0	1.5				109																																																	
440								0	0	0	0	1.5				109																																																	
441		N_House M9	8	112	Hostel			0	0	0	0	1.5				112																																																	
442		N_House M10	8	113	Hostel			0	0	0	0	1.5				112																																																	
443		N_House R4	8	115	Hostel			0	0	0	0	1.5				115																																																	
444		N_House R5	8	116	Hostel			0	0	0	0	1.5				115																																																	
445	1	Dungeon Ent	11	155	Barrow			0	0	0	0	1.5																																																					
446								0	0	0	0	1.5																																																					
447								0	0	0	0	1.5																																																					
448								0	0	0	0	1.5																																																					
449								0	0	0	0	1.5																																																					
450								0	0	0	0	1.5																																																					
451								0	0	0	0	1.5																																																					
452								0	0	0	0	1.5																																																					
453								0	0	0	0	1.5																																																					
454								0	0	0	0	1.5																																																					
455								0	0	0	0	1.5																																																					
456								0	0	0	0	1.5																																																					
457								0	0	0	0	1.5																																																					
458								0	0	0	0	1.5																																																					
459								0	0	0	0	1.5																																																					
460								0	0	0	0	1.5																																																					
461								0	0	0	0	1.5																																																					
462								0	0	0	0	1.5																																																					
463								0	0	0	0	1.5																																																					
464								0	0	0	0	1.5																																																					
465		H_House P52	2	73	Mist Manor			0	0	0	0	1.5																																																					
466		H_House P53	2	74	Hillsmen Residence			0	0	0	0	1.5																																																					
467		H_House P54(not used)	2	75	Stillwater Residence			0	0	0	0	1.5																																																					
468		H_House M36	2	79	Mark Manor			0	0	0	0	1.5																																																					
469		H_House M37	2	73	Bowes Residence			0	0	0	0	1.5																																																					
470		H_House M38	2	74	Temper Residence			0	0	0	0	1.5																																																					
471		H_House M39	2	75	Krewlen Residence			0	0	0	0	1.5																																																					
472		H_House R24	2	73	Withersmythe's Home			0	0	0	0	1.5																																																					
473		H_House R25(not used)	2	73	House 473			0	0	0	0	1.5																																																					
474		Wz_House P3	6	100	Smiling Jack's			0	0	0	0	1.5																																																					
475		Wz_House P4	6	101	Pederton Residence			0	0	0	0	1.5																																																					
476		Wz_House P5	6	100	Applebee Manor			0	0	0	0	1.5																																																					
477		Wz_House P6	6	101	Lightsworn Residence			0	0	0	0	1.5																																																					
478		Wz_House P7	6	100	Alashandra's Home			0	0	0	0	1.5																																																					
479		Wz_House M7	6	103	Gayle's			0	0	0	0	1.5
480		Wz_House M8	6	103	Brigham's Home			0	0	0	0	1.5
481		Wz_House M9	6	104	Rowan's House			0	0	0	0	1.5
482		Wz_House R4	6	106	Brand's Home			0	0	0	0	1.5
483		Wz_House R5	6	107	Benson Residence			0	0	0	0	1.5
484		Wz_House R6	6	106	Zimm's House			0	0	0	0	1.5
485		H_House P55	2	73	Kern Residence			0	0	0	0	1.5
486		H_House P56	2	74	Chadric's House			0	0	0	0	1.5
487		H_House P57	2	75	Weider Residence			0	0	0	0	1.5
488		H_House P58	2	73	Skinner's House			0	0	0	0	1.5
489		H_House P59	2	74	Torrent's			0	0	0	0	1.5
490		H_House M45	2	76	Hume Residence			0	0	0	0	1.5
491		H_House M46	2	77	Farswell Residence			0	0	0	0	1.5
492		H_House P60	3	73	Ravenswood Residence			0	0	0	0	1.5
493		H_House P61	3	74	Blayze's			0	0	0	0	1.5
494		H_House P62	3	75	Norris' House			0	0	0	0	1.5
495		H_House M47	3	76	Dreamwright Residence			0	0	0	0	1.5
496		H_House M43	3	77	Wain Manor			0	0	0	0	1.5
497		N_House M11	5	112	Putnam Residence			0	0	0	0	1.5
498		N_House M12	5	113	Hawker Residence			0	0	0	0	1.5
499		N_House P15	5	110	Avalanche's			0	0	0	0	1.5
500		Wz_House P8	6	100	Stone House			0	0	0	0	1.5
501		Wz_House P9	6	101	Watershed Residence			0	0	0	0	1.5
502		Wz_House M11	6	103	Hollyfield Residence			0	0	0	0	1.5
503		Wz_House M12	6	104	Sweet Residence			0	0	0	0	1.5
504		E_House P18	14	82	Tempus' House			0	0	0	0	1.5
505		E_House P19	14	83	Kaine's			0	0	0	0	1.5
506		E_House P20	14	82	Apple Residence			0	0	0	0	1.5
507		Wa_House R4	10	124	Roggen Residence			0	0	0	0	1.5
508		Wa_House R5	10	125	Elzbet's House			0	0	0	0	1.5
509		Wa_House R6	10	126	Aznog's Place			0	0	0	0	1.5
510		Wa_House M8	10	121	Hollis' Home			0	0	0	0	1.5
511		Wa_House M9	10	122	Lanshee's House			0	0	0	0	1.5
512		Wa_House M10	10	121	Neldon Residence			0	0	0	0	1.5
513		Wa_House M11	10	122	Hawthorne Residence			0	0	0	0	1.5
514		H_House M44	12	77	Lasiter's Home			0	0	0	0	1.5
515		D_House P5	11	91	Dallia's Home			0	0	0	0	1.5
516		D_Hosue M6	11	94	Gemstone Residence			0	0	0	0	1.5
517		D_House R4	11	97	Feldspar's Home			0	0	0	0	1.5
518		D_House M4	11	94	Fissure Residence			0	0	0	0	1.5
519		D_House M5	11	94	Garnet House			0	0	0	0	1.5
520		D_Hosue R3	11	97	Rivenrock Residence			0	0	0	0	1.5
521		Thomas Grey	29	106	Thomas Grey			0	0	0	0	1.5
522		Alice Hargreaves	48	81	Alice Hargreaves			0	0	0	0	1.5
523												
524												
525												
