NPC Data (Special)	Unter		BTB check			Current	Profession	Join	News	Event	Event	Event	
329	_(TRANS)_	24	0	0	0	327	0	0	1	113	0	0	Temple Gong buyer (C2)
330	_(TRANS)_	25	0	0	0	352	19	0	0	122	0	0	Lich Book Quest (C3)
331	_(TRANS)_	26	0	0	0	353	25	1	1	0	0	0	Barrister
332	_(TRANS)_	27	0	0	0	375	24	1	1	0	0	0	Tinker
333	_(TRANS)_	28	0	0	0	382	28	1	1	0	0	0	Locksmith
334	_(TRANS)_	29	0	0	0	383	27	1	1	0	0	0	Fool
335	_(TRANS)_	30	0	0	0	403	26	1	1	0	0	0	Chimney Sweep
336	_(TRANS)_	31	0	0	0	404	29	1	1	0	0	0	Porter
337	_(TRANS)_	32	0	0	0	410	30	1	1	0	0	0	Quarter Master
338	_(TRANS)_	33	0	0	0	494	31	1	1	0	0	0	Factor
339	_(TRANS)_	34	0	0	0	495	32	1	1	0	0	0	Banker
340	_(TRANS)_	35	0	0	0	496	33	1	1	0	0	0	Cook
341	_(TRANS)_	36	0	0	0	497	34	1	1	0	0	0	Chef
342	_(TRANS)_	37	0	0	0	498	35	1	1	0	0	0	Horseman
343	_(TRANS)_	38	0	0	0	499	36	1	1	0	0	0	Bard
344	_(TRANS)_	39	0	0	0	500	37	1	1	0	0	0	Enchanter
345	_(TRANS)_	40	0	0	0	501	38	1	1	0	0	0	Cartographer
346	_(TRANS)_	41	0	0	0	502	39	1	1	0	0	0	Wind Master
347	_(TRANS)_	42	0	0	0	503	40	1	1	0	0	0	Water Master
348	_(TRANS)_	43	0	0	0	504	41	1	1	0	0	0	Gate Master
349	_(TRANS)_	44	0	0	0	505	42	1	1	0	0	0	Acolyte
350	_(TRANS)_	45	0	0	0	506	43	1	1	0	0	0	Piper
351	_(TRANS)_	46	0	0	0	507	44	1	1	0	0	0	Explorer
352	_(TRANS)_	47	0	0	0	508	45	1	1	0	0	0	Pirate
353	_(TRANS)_	48	0	0	0	509	46	1	1	0	0	0	Squire
354	_(TRANS)_	49	0	0	0	510	47	1	1	0	0	0	Psychic
355	_(TRANS)_	50	0	0	0	511	48	1	1	0	0	0	Gypsy
356	_(TRANS)_	51	0	0	0	512	49	1	1	0	0	0	Negotiator
357	_(TRANS)_	52	0	0	0	513	50	1	1	0	0	0	Duper
358	_(TRANS)_	53	0	0	0	514	51	1	1	0	0	0	Burglar
359	_(TRANS)_	54	0	0	0	515	52	1	1	0	0	0	Peasant
360	_(TRANS)_	55	0	0	0	516	53	1	1	0	0	0	Serf
361	_(TRANS)_	56	0	0	0	517	54	1	1	0	0	0	Tailor
362	_(TRANS)_	57	0	0	0	518	55	1	1	0	0	0	Laborer
363	_(TRANS)_	58	0	0	0	519	56	1	1	0	0	0	Farmer
364	_(TRANS)_	59	0	0	0	520	57	1	1	0	0	0	Cooper
365	_(TRANS)_	60	0	0	0	521	58	1	1	0	0	0	Potter
366	_(TRANS)_	61	0	0	0	522	59	1	1	0	0	0	Weaver
367	_(TRANS)_	62	0	0	0	523	75	1	1	0	0	0	noble
368	_(TRANS)_	63	0	0	0	524	0	0	1	117	0	0	Golden Pyramid Buyer (C2)
369	_(TRANS)_	64	0	0	0	525	0	0	1	114	0	0	Bone Buyer (C2)
370	_(TRANS)_	65	0	0	0	526	0	0	1	115	0	0	Lodestone Buyer (C2)
371	_(TRANS)_	66	0	0	0	527	0	0	1	118	0	0	Keg of Wine Buyer (C2)
372	_(TRANS)_	67	0	0	0	528	0	0	1	119	0	0	Tooth Buyer (C2)
373	_(TRANS)_	68	0	0	0	529	66	1	1	0	0	0	Trapper
374	_(TRANS)_	70	0	0	0	530	0	0	1	120	0	0	Four Leaf Clover Buyer (C2)
375	_(TRANS)_	71	0	0	0	531	0	0	1	121	0	0	Amber Buyer (C2)
376	_(TRANS)_	73	0	0	0	264	20	1	1	0	0	0	locksmith
377	_(TRANS)_	74	0	0	0	264	16	1	1	0	0	0	weapons master
378	_(TRANS)_	75	0	0	0	265	37	1	1	0	0	0	enchanter
379	_(TRANS)_	76	0	0	0	265	12	1	1	0	0	0	master healer
380	_(TRANS)_	226	0	0	0	555	0	0	0	127	130	133	Weapon Trader (B3)
381	_(TRANS)_	378	0	0	0	556	0	0	0	128	131	134	Misc Trader (B3)
382	_(TRANS)_	83	0	0	0	541	75	1	1	0	0	0	Noble
383	_(TRANS)_	89	0	0	0	542	76	1	1	0	0	0	Gambler
384	_(TRANS)_	99	0	0	0	543	1	1	1	0	0	0	Smith
385	_(TRANS)_	101	0	0	0	544	2	1	1	0	0	0	Armorer
386	_(TRANS)_	102	0	0	0	545	3	1	1	0	0	0	Alchemist
387	_(TRANS)_	103	0	0	0	546	4	1	1	0	0	0	Scholar
388	_(TRANS)_	106	0	0	0	547	5	1	1	0	0	0	Guide
389	_(TRANS)_	112	0	0	0	548	6	1	1	0	0	0	Tracker
390	_(TRANS)_	128	0	0	0	549	7	1	1	0	0	0	Pathfinder
391	_(TRANS)_	145	0	0	0	550	8	1	1	0	0	0	Sailor
392	_(TRANS)_	602	0	0	0	166	0	0	0	104	105	0	Circus Master
393	_(TRANS)_	635	0	0	0	532	0	0	0	106	107	0	Might Game
394	_(TRANS)_	617	0	0	0	533	0	0	0	106	108	0	Endurance Game
395	_(TRANS)_	624	0	0	0	534	0	0	0	106	109	0	Speed Game
396	_(TRANS)_	612	0	0	0	535	0	0	0	106	110	0	Accuracy Game
397	_(TRANS)_	653	0	0	0	536	0	0	0	106	111	0	Luck Game
398	_(TRANS)_	615	0	0	0	537	0	0	0	106	112	0	Intellect Game
