															
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	Shape	Equip X	Equip Y	Notes
220	scroll4	_(TRANS_CONTEXT:'spells')_	300	Sscroll	Misc	S21	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
221	scroll4	_(TRANS_CONTEXT:'spells')_	500	Sscroll	Misc	S22	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
222	scroll1	_(TRANS_CONTEXT:'spells')_	10	Sscroll	Misc	S23	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
223	scroll1	_(TRANS_CONTEXT:'spells')_	20	Sscroll	Misc	S24	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
224	scroll2	_(TRANS_CONTEXT:'spells')_	30	Sscroll	Misc	S25	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
225	scroll2	_(TRANS_CONTEXT:'spells')_	40	Sscroll	Misc	S26	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
226	scroll3	_(TRANS_CONTEXT:'spells')_	50	Sscroll	Misc	S27	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
227	scroll3	_(TRANS_CONTEXT:'spells')_	75	Sscroll	Misc	S28	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
228	scroll3	_(TRANS_CONTEXT:'spells')_	100	Sscroll	Misc	S29	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
229	scroll4	_(TRANS_CONTEXT:'spells')_	150	Sscroll	Misc	S30	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
230	scroll4	_(TRANS_CONTEXT:'spells')_	200	Sscroll	Misc	S31	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
231	scroll4	_(TRANS_CONTEXT:'spells')_	300	Sscroll	Misc	S32	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
232	scroll4	_(TRANS_CONTEXT:'spells')_	500	Sscroll	Misc	S33	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
233	scroll1	_(TRANS_CONTEXT:'spells')_	10	Sscroll	Misc	S34	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
234	scroll1	_(TRANS_CONTEXT:'spells')_	20	Sscroll	Misc	S35	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
235	scroll2	_(TRANS_CONTEXT:'spells')_	30	Sscroll	Misc	S36	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
236	scroll2	_(TRANS_CONTEXT:'spells')_	40	Sscroll	Misc	S37	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
237	scroll3	_(TRANS_CONTEXT:'spells')_	50	Sscroll	Misc	S38	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
238	scroll3	_(TRANS_CONTEXT:'spells')_	75	Sscroll	Misc	S39	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
239	scroll3	_(TRANS_CONTEXT:'spells')_	100	Sscroll	Misc	S40	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
240	scroll4	_(TRANS_CONTEXT:'spells')_	150	Sscroll	Misc	S41	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
241	scroll4	_(TRANS_CONTEXT:'spells')_	200	Sscroll	Misc	S42	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
242	scroll4	_(TRANS_CONTEXT:'spells')_	300	Sscroll	Misc	S43	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
243	scroll4	_(TRANS_CONTEXT:'spells')_	500	Sscroll	Misc	S44	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
244	scroll1	_(TRANS_CONTEXT:'spells')_	10	Sscroll	Misc	S45	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
245	scroll1	_(TRANS_CONTEXT:'spells')_	20	Sscroll	Misc	S46	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
246	scroll2	_(TRANS_CONTEXT:'spells')_	30	Sscroll	Misc	S47	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
247	scroll2	_(TRANS_CONTEXT:'spells')_	40	Sscroll	Misc	S48	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
248	scroll3	_(TRANS_CONTEXT:'spells')_	50	Sscroll	Misc	S49	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
249	scroll3	_(TRANS_CONTEXT:'spells')_	75	Sscroll	Misc	S50	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
250	scroll3	_(TRANS_CONTEXT:'spells')_	100	Sscroll	Misc	S51	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
251	scroll4	_(TRANS_CONTEXT:'spells')_	150	Sscroll	Misc	S52	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
252	scroll4	_(TRANS_CONTEXT:'spells')_	200	Sscroll	Misc	S53	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
253	scroll4	_(TRANS_CONTEXT:'spells')_	300	Sscroll	Misc	S54	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
254	scroll4	_(TRANS_CONTEXT:'spells')_	500	Sscroll	Misc	S55	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
255	scroll1	_(TRANS_CONTEXT:'spells')_	10	Sscroll	Misc	S56	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
256	scroll1	_(TRANS_CONTEXT:'spells')_	20	Sscroll	Misc	S57	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
257	scroll2	_(TRANS_CONTEXT:'spells')_	30	Sscroll	Misc	S58	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
258	scroll2	_(TRANS_CONTEXT:'spells')_	40	Sscroll	Misc	S59	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
259	scroll3	_(TRANS_CONTEXT:'spells')_	50	Sscroll	Misc	S60	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
260	scroll3	_(TRANS_CONTEXT:'spells')_	75	Sscroll	Misc	S61	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
261	scroll3	_(TRANS_CONTEXT:'spells')_	100	Sscroll	Misc	S62	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
262	scroll4	_(TRANS_CONTEXT:'spells')_	150	Sscroll	Misc	S63	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
263	scroll4	_(TRANS_CONTEXT:'spells')_	200	Sscroll	Misc	S64	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
264	scroll4	_(TRANS_CONTEXT:'spells')_	300	Sscroll	Misc	S65	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
265	scroll4	_(TRANS_CONTEXT:'spells')_	500	Sscroll	Misc	S66	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
266	scroll1	_(TRANS_CONTEXT:'spells')_	10	Sscroll	Misc	S67	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
267	scroll1	_(TRANS_CONTEXT:'spells')_	20	Sscroll	Misc	S68	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
268	scroll2	_(TRANS_CONTEXT:'spells')_	30	Sscroll	Misc	S69	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
269	scroll2	_(TRANS_CONTEXT:'spells')_	40	Sscroll	Misc	S70	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
270	scroll3	_(TRANS_CONTEXT:'spells')_	50	Sscroll	Misc	S71	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
271	scroll3	_(TRANS_CONTEXT:'spells')_	75	Sscroll	Misc	S72	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
272	scroll3	_(TRANS_CONTEXT:'spells')_	100	Sscroll	Misc	S73	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
273	scroll4	_(TRANS_CONTEXT:'spells')_	150	Sscroll	Misc	S74	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
274	scroll4	_(TRANS_CONTEXT:'spells')_	200	Sscroll	Misc	S75	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
275	scroll4	_(TRANS_CONTEXT:'spells')_	300	Sscroll	Misc	S76	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
276	scroll4	_(TRANS_CONTEXT:'spells')_	500	Sscroll	Misc	S77	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
277	scroll1	_(TRANS_CONTEXT:'spells')_	100	Sscroll	Misc	S78	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
278	scroll1	_(TRANS_CONTEXT:'spells')_	150	Sscroll	Misc	S79	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
279	scroll2	_(TRANS_CONTEXT:'spells')_	200	Sscroll	Misc	S80	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
280	scroll2	_(TRANS_CONTEXT:'spells')_	250	Sscroll	Misc	S81	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
281	scroll3	_(TRANS_CONTEXT:'spells')_	300	Sscroll	Misc	S82	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
282	scroll3	_(TRANS_CONTEXT:'spells')_	350	Sscroll	Misc	S83	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
283	scroll3	_(TRANS_CONTEXT:'spells')_	400	Sscroll	Misc	S84	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
284	scroll4	_(TRANS_CONTEXT:'spells')_	500	Sscroll	Misc	S85	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
285	scroll4	_(TRANS_CONTEXT:'spells')_	600	Sscroll	Misc	S86	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
286	scroll4	_(TRANS_CONTEXT:'spells')_	750	Sscroll	Misc	S87	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
287	scroll4	_(TRANS_CONTEXT:'spells')_	1000	Sscroll	Misc	S88	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
288	scroll1	_(TRANS_CONTEXT:'spells')_	100	Sscroll	Misc	S89	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
289	scroll1	_(TRANS_CONTEXT:'spells')_	150	Sscroll	Misc	S90	1	2	1	_(TRANS)_	35	0	0	0	_(TRANS)_
290	scroll2	_(TRANS_CONTEXT:'spells')_	200	Sscroll	Misc	S91	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
291	scroll2	_(TRANS_CONTEXT:'spells')_	250	Sscroll	Misc	S92	1	2	2	_(TRANS)_	35	0	0	0	_(TRANS)_
292	scroll3	_(TRANS_CONTEXT:'spells')_	300	Sscroll	Misc	S93	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
293	scroll3	_(TRANS_CONTEXT:'spells')_	350	Sscroll	Misc	S94	1	2	3	_(TRANS)_	35	0	0	0	_(TRANS)_
294	scroll3	_(TRANS_CONTEXT:'spells')_	400	Sscroll	Misc	S95	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
295	scroll4	_(TRANS_CONTEXT:'spells')_	500	Sscroll	Misc	S96	1	2	4	_(TRANS)_	35	0	0	0	_(TRANS)_
296	scroll4	_(TRANS_CONTEXT:'spells')_	600	Sscroll	Misc	S97	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
297	scroll4	_(TRANS_CONTEXT:'spells')_	750	Sscroll	Misc	S98	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
298	scroll4	_(TRANS_CONTEXT:'spells')_	1000	Sscroll	Misc	S99	1	2	5	_(TRANS)_	35	0	0	0	_(TRANS)_
299															
300	book1	_(TRANS_CONTEXT:'spells')_	100	Book	Misc	S1	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
301	book1	_(TRANS_CONTEXT:'spells')_	200	Book	Misc	S2	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
302	book2	_(TRANS_CONTEXT:'spells')_	300	Book	Misc	S3	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
303	book2	_(TRANS_CONTEXT:'spells')_	400	Book	Misc	S4	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
304	book3	_(TRANS_CONTEXT:'spells')_	500	Book	Misc	S5	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
305	book3	_(TRANS_CONTEXT:'spells')_	750	Book	Misc	S6	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
306	book4	_(TRANS_CONTEXT:'spells')_	1000	Book	Misc	S7	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
307	book4	_(TRANS_CONTEXT:'spells')_	1500	Book	Misc	S8	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
308	book5	_(TRANS_CONTEXT:'spells')_	2000	Book	Misc	S9	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
309	book5	_(TRANS_CONTEXT:'spells')_	3000	Book	Misc	S10	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
310	book5	_(TRANS_CONTEXT:'spells')_	5000	Book	Misc	S11	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
311	book1	_(TRANS_CONTEXT:'spells')_	100	Book	Misc	S12	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
312	book1	_(TRANS_CONTEXT:'spells')_	200	Book	Misc	S13	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
313	book2	_(TRANS_CONTEXT:'spells')_	300	Book	Misc	S14	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
314	book2	_(TRANS_CONTEXT:'spells')_	400	Book	Misc	S15	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
315	book3	_(TRANS_CONTEXT:'spells')_	500	Book	Misc	S16	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
316	book3	_(TRANS_CONTEXT:'spells')_	750	Book	Misc	S17	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
317	book4	_(TRANS_CONTEXT:'spells')_	1000	Book	Misc	S18	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
318	book4	_(TRANS_CONTEXT:'spells')_	1500	Book	Misc	S19	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
319	book5	_(TRANS_CONTEXT:'spells')_	2000	Book	Misc	S20	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
320	book5	_(TRANS_CONTEXT:'spells')_	3000	Book	Misc	S21	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
321	book5	_(TRANS_CONTEXT:'spells')_	5000	Book	Misc	S22	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
322	book1	_(TRANS_CONTEXT:'spells')_	100	Book	Misc	S23	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
323	book1	_(TRANS_CONTEXT:'spells')_	200	Book	Misc	S24	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
324	book2	_(TRANS_CONTEXT:'spells')_	300	Book	Misc	S25	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
325	book2	_(TRANS_CONTEXT:'spells')_	400	Book	Misc	S26	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
326	book3	_(TRANS_CONTEXT:'spells')_	500	Book	Misc	S27	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
327	book3	_(TRANS_CONTEXT:'spells')_	750	Book	Misc	S28	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
328	book4	_(TRANS_CONTEXT:'spells')_	1000	Book	Misc	S29	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
329	book4	_(TRANS_CONTEXT:'spells')_	1500	Book	Misc	S30	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
330	book5	_(TRANS_CONTEXT:'spells')_	2000	Book	Misc	S31	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
331	book5	_(TRANS_CONTEXT:'spells')_	3000	Book	Misc	S32	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
332	book5	_(TRANS_CONTEXT:'spells')_	5000	Book	Misc	S33	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
333	book1	_(TRANS_CONTEXT:'spells')_	100	Book	Misc	S34	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
334	book1	_(TRANS_CONTEXT:'spells')_	200	Book	Misc	S35	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
335	book2	_(TRANS_CONTEXT:'spells')_	300	Book	Misc	S36	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
336	book2	_(TRANS_CONTEXT:'spells')_	400	Book	Misc	S37	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
337	book3	_(TRANS_CONTEXT:'spells')_	500	Book	Misc	S38	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
338	book3	_(TRANS_CONTEXT:'spells')_	750	Book	Misc	S39	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
339	book4	_(TRANS_CONTEXT:'spells')_	1000	Book	Misc	S40	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
340	book4	_(TRANS_CONTEXT:'spells')_	1500	Book	Misc	S41	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
341	book5	_(TRANS_CONTEXT:'spells')_	2000	Book	Misc	S42	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
342	book5	_(TRANS_CONTEXT:'spells')_	3000	Book	Misc	S43	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
343	book5	_(TRANS_CONTEXT:'spells')_	5000	Book	Misc	S44	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
344	book1	_(TRANS_CONTEXT:'spells')_	100	Book	Misc	S45	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
345	book1	_(TRANS_CONTEXT:'spells')_	200	Book	Misc	S46	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
346	book2	_(TRANS_CONTEXT:'spells')_	300	Book	Misc	S47	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
347	book2	_(TRANS_CONTEXT:'spells')_	400	Book	Misc	S48	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
348	book3	_(TRANS_CONTEXT:'spells')_	500	Book	Misc	S49	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
349	book3	_(TRANS_CONTEXT:'spells')_	750	Book	Misc	S50	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
350	book4	_(TRANS_CONTEXT:'spells')_	1000	Book	Misc	S51	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
351	book4	_(TRANS_CONTEXT:'spells')_	1500	Book	Misc	S52	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
352	book5	_(TRANS_CONTEXT:'spells')_	2000	Book	Misc	S53	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
353	book5	_(TRANS_CONTEXT:'spells')_	3000	Book	Misc	S54	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
354	book5	_(TRANS_CONTEXT:'spells')_	5000	Book	Misc	S55	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
355	book1	_(TRANS_CONTEXT:'spells')_	100	Book	Misc	S56	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
356	book1	_(TRANS_CONTEXT:'spells')_	200	Book	Misc	S57	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
357	book2	_(TRANS_CONTEXT:'spells')_	300	Book	Misc	S58	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
358	book2	_(TRANS_CONTEXT:'spells')_	400	Book	Misc	S59	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
359	book3	_(TRANS_CONTEXT:'spells')_	500	Book	Misc	S60	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
360	book3	_(TRANS_CONTEXT:'spells')_	750	Book	Misc	S61	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
361	book4	_(TRANS_CONTEXT:'spells')_	1000	Book	Misc	S62	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
362	book4	_(TRANS_CONTEXT:'spells')_	1500	Book	Misc	S63	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
363	book5	_(TRANS_CONTEXT:'spells')_	2000	Book	Misc	S64	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
364	book5	_(TRANS_CONTEXT:'spells')_	3000	Book	Misc	S65	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
365	book5	_(TRANS_CONTEXT:'spells')_	5000	Book	Misc	S66	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
366	book1	_(TRANS_CONTEXT:'spells')_	100	Book	Misc	S67	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
367	book1	_(TRANS_CONTEXT:'spells')_	200	Book	Misc	S68	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
368	book2	_(TRANS_CONTEXT:'spells')_	300	Book	Misc	S69	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
369	book2	_(TRANS_CONTEXT:'spells')_	400	Book	Misc	S70	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
370	book3	_(TRANS_CONTEXT:'spells')_	500	Book	Misc	S71	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
371	book3	_(TRANS_CONTEXT:'spells')_	750	Book	Misc	S72	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
372	book4	_(TRANS_CONTEXT:'spells')_	1000	Book	Misc	S73	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
373	book4	_(TRANS_CONTEXT:'spells')_	1500	Book	Misc	S74	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
374	book5	_(TRANS_CONTEXT:'spells')_	2000	Book	Misc	S75	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
375	book5	_(TRANS_CONTEXT:'spells')_	3000	Book	Misc	S76	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
376	book5	_(TRANS_CONTEXT:'spells')_	5000	Book	Misc	S77	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
377	book1	_(TRANS_CONTEXT:'spells')_	1000	Book	Misc	S78	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
378	book1	_(TRANS_CONTEXT:'spells')_	1500	Book	Misc	S79	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
379	book2	_(TRANS_CONTEXT:'spells')_	2000	Book	Misc	S80	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
380	book2	_(TRANS_CONTEXT:'spells')_	2500	Book	Misc	S81	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
381	book3	_(TRANS_CONTEXT:'spells')_	3000	Book	Misc	S82	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
382	book3	_(TRANS_CONTEXT:'spells')_	3500	Book	Misc	S83	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
383	book4	_(TRANS_CONTEXT:'spells')_	4000	Book	Misc	S84	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
384	book4	_(TRANS_CONTEXT:'spells')_	5000	Book	Misc	S85	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
385	book5	_(TRANS_CONTEXT:'spells')_	6000	Book	Misc	S86	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
386	book5	_(TRANS_CONTEXT:'spells')_	7500	Book	Misc	S87	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
387	book5	_(TRANS_CONTEXT:'spells')_	10000	Book	Misc	S88	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
388	book1	_(TRANS_CONTEXT:'spells')_	1000	Book	Misc	S89	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
389	book1	_(TRANS_CONTEXT:'spells')_	1500	Book	Misc	S90	1	3	1	_(TRANS)_	70	0	0	0	_(TRANS)_
390	book2	_(TRANS_CONTEXT:'spells')_	2000	Book	Misc	S91	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
391	book2	_(TRANS_CONTEXT:'spells')_	2500	Book	Misc	S92	1	3	2	_(TRANS)_	70	0	0	0	_(TRANS)_
392	book3	_(TRANS_CONTEXT:'spells')_	3000	Book	Misc	S93	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
393	book3	_(TRANS_CONTEXT:'spells')_	3500	Book	Misc	S94	1	3	3	_(TRANS)_	70	0	0	0	_(TRANS)_
394	book4	_(TRANS_CONTEXT:'spells')_	4000	Book	Misc	S95	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
395	book4	_(TRANS_CONTEXT:'spells')_	5000	Book	Misc	S96	1	3	4	_(TRANS)_	70	0	0	0	_(TRANS)_
396	book5	_(TRANS_CONTEXT:'spells')_	6000	Book	Misc	S97	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
397	book5	_(TRANS_CONTEXT:'spells')_	7500	Book	Misc	S98	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
398	book5	_(TRANS_CONTEXT:'spells')_	10000	Book	Misc	S99	1	3	5	_(TRANS)_	70	0	0	0	_(TRANS)_
399															
400	ldagger3	_(TRANS)_	20000	Weapon	Dagger	2d3	8	Artifact	15	_(TRANS)_	6	0	504	60	_(TRANS)_
401	hammer3	_(TRANS)_	20000	Weapon	Mace	2d5	12	Artifact	15	_(TRANS)_	15	0	504	55	_(TRANS)_
402	2haxe3	_(TRANS)_	20000	Weapon2	Axe	3d7	10	Artifact	15	_(TRANS)_	8	0	492	42	_(TRANS)_
403	brsword3	_(TRANS)_	20000	Weapon	Sword	3d4	12	Artifact	15	_(TRANS)_	3	0	503	1	_(TRANS)_
404	staff3	_(TRANS)_	20000	Weapon2	Staff	2d4	8	Artifact	15	_(TRANS)_	17	0	483	18	_(TRANS)_
405	bow5	_(TRANS)_	20000	Missile	Bow	5d2	10	Artifact	15	_(TRANS)_	12	0	567	26	_(TRANS)_
406	chn5icon	_(TRANS)_	20000	Armor	Chain	8	30	Artifact	15	_(TRANS)_	21	0	0	0	_(TRANS)_
407	pl3icon	_(TRANS)_	20000	Armor	Plate	20	36	Artifact	15	_(TRANS)_	22	0	0	0	_(TRANS)_
408	sshield5	_(TRANS)_	20000	Shield	Shield	4	16	Artifact	15	_(TRANS)_	24	0	562	142	_(TRANS)_
409	crown3a	_(TRANS)_	20000	Helm	Misc	0	5	Artifact	15	_(TRANS)_	27	0	540	53	_(TRANS)_
410	cape5a	_(TRANS)_	20000	cloak	Misc	1	10	Artifact	15	_(TRANS)_	29	0	493	87	_(TRANS)_
411	boots5	_(TRANS)_	20000	Boots	Misc	2	12	Artifact	15	_(TRANS)_	31	0	541	285	_(TRANS)_
412	ring9	_(TRANS)_	20000	Ring	Misc	0	2	Artifact	15	_(TRANS)_	32	0	0	0	_(TRANS)_
413	ring10	_(TRANS)_	20000	Ring	Misc	0	2	Artifact	15	_(TRANS)_	32	0	0	0	_(TRANS)_
414	amulet5	_(TRANS)_	20000	Amulet	Misc	0	3	Artifact	15	_(TRANS)_	33	0	0	0	_(TRANS)_
415	lsword5	_(TRANS)_	30000	Weapon	Sword	3d3	15	Relic	20	_(TRANS)_	1	0	502	8	_(TRANS)_
416	mace5	_(TRANS)_	30000	Weapon	Mace	2d4	14	Relic	20	_(TRANS)_	14	0	502	75	_(TRANS)_
